Date,Ticker,Open,High,Low,Close_Price,Volume,RSI,MACD,Signal_Line,MACD_Hist,SMA_50,SMA_200,Vol_Pattern
11-03-2026,TCS.NS,2508.1,2521.0,2460.1,2464.9,2720664,21.53,-124.71,-122.2,-2.5068,2938.96,3066.97,Expanding
12-03-2026,TCS.NS,2459.8,2472.9,2436.0,2442.4,2752075,20.5,-127.03,-123.16,-3.8664,2923.94,3062.19,Expanding
13-03-2026,TCS.NS,2437.0,2445.9,2397.0,2410.5,2466488,19.1,-129.95,-124.52,-5.4287,2908.37,3057.15,Expanding
16-03-2026,TCS.NS,2410.0,2425.0,2366.1,2409.2,3807907,19.04,-130.86,-125.79,-5.0711,2893.58,3052.29,Drying Up
17-03-2026,TCS.NS,2420.0,2420.0,2360.0,2391.7,2993367,18.26,-131.48,-126.93,-4.5512,2878.01,3047.34,Drying Up
18-03-2026,TCS.NS,2410.0,2482.9,2410.0,2440.8,3082388,27.35,-126.55,-126.85,0.304,2862.98,3042.64,Drying Up
19-03-2026,TCS.NS,2417.0,2424.0,2350.2,2356.0,2757060,22.66,-128.01,-127.08,-0.9241,2846.92,3037.68,Drying Up
20-03-2026,TCS.NS,2386.0,2407.8,2364.2,2390.6,4206320,28.08,-124.93,-126.65,1.7212,2830.78,3032.96,Drying Up
23-03-2026,TCS.NS,2365.0,2406.8,2348.0,2383.8,3860515,27.67,-121.64,-125.65,4.0098,2813.72,3028.42,Drying Up
24-03-2026,TCS.NS,2404.1,2435.4,2379.1,2398.8,3420182,30.09,-116.48,-123.82,7.3368,2798.76,3023.93,Drying Up
25-03-2026,TCS.NS,2400.9,2421.6,2369.8,2377.4,5843778,28.62,-112.82,-121.62,8.8006,2783.3,3019.38,Drying Up
27-03-2026,TCS.NS,2403.9,2422.1,2385.0,2389.8,4979411,30.74,-107.67,-118.83,11.1568,2767.46,3014.83,Drying Up
30-03-2026,TCS.NS,2375.1,2398.0,2346.2,2358.9,6804756,28.47,-104.88,-116.04,11.1601,2750.45,3009.94,Drying Up
01-04-2026,TCS.NS,2429.0,2472.0,2397.9,2408.2,4132661,36.52,-97.56,-112.34,14.7813,2735.9,3005.09,Drying Up
02-04-2026,TCS.NS,2386.0,2469.9,2375.7,2450.7,5378361,42.52,-87.33,-107.34,20.0125,2720.78,3000.42,Drying Up
06-04-2026,TCS.NS,2474.0,2482.0,2448.2,2473.9,2572417,45.54,-76.46,-101.16,24.7014,2706.99,2996.04,Drying Up
07-04-2026,TCS.NS,2461.0,2543.9,2448.0,2539.8,4516550,53.1,-61.82,-93.29,31.4733,2695.74,2991.94,Drying Up
08-04-2026,TCS.NS,2572.0,2580.3,2540.1,2559.2,4769337,55.08,-48.1,-84.26,36.1565,2684.47,2987.69,Drying Up
09-04-2026,TCS.NS,2554.0,2605.0,2531.1,2589.0,5628261,58.0,-34.42,-74.29,39.8664,2673.24,2983.5,Drying Up
10-04-2026,TCS.NS,2565.8,2565.8,2501.1,2524.3,10480239,50.33,-28.48,-65.13,36.6501,2660.48,2979.29,Drying Up
13-04-2026,TCS.NS,2489.9,2504.9,2470.0,2472.6,3739587,45.19,-27.62,-57.62,30.0073,2646.77,2974.96,Expanding
15-04-2026,TCS.NS,2501.9,2559.0,2493.4,2554.9,5261384,53.36,-20.06,-50.11,30.0482,2633.87,2970.98,Expanding
16-04-2026,TCS.NS,2572.0,2594.0,2558.0,2576.9,3905403,55.28,-12.16,-42.52,30.3595,2622.52,2967.32,Expanding
17-04-2026,TCS.NS,2570.0,2589.0,2555.9,2581.5,2718206,55.69,-5.47,-35.11,29.6444,2611.67,2963.69,Expanding
20-04-2026,TCS.NS,2587.1,2594.0,2561.2,2579.6,2288558,55.46,-0.31,-28.15,27.841,2599.87,2959.79,Expanding
21-04-2026,TCS.NS,2560.0,2614.0,2560.0,2610.5,2719959,58.42,6.2,-21.28,27.4798,2587.57,2956.06,Expanding
22-04-2026,TCS.NS,2580.0,2580.0,2503.6,2538.5,5232045,50.07,5.48,-15.93,21.412,2578.36,2951.98,Expanding
23-04-2026,TCS.NS,2529.0,2559.5,2518.4,2534.5,1521220,49.65,4.54,-11.83,16.3763,2569.22,2947.77,Expanding
